username,id,date,time,user_id,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,reply_to,retweet_date,score
usahockey,15800000000000000,12/17/2010,13:31:01,15518965,USA Hockey,,USA Hockey Forms Multi-Year Partnership with @RBC -  http://bit.ly/eN3LJx,['rbc'],[],[],0,0,0,[],[],https://twitter.com/usahockey/status/15836377232969728,False,,0,"[{'user_id': '15518965', 'username': 'usahockey'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
askrbc,15800000000000000,12/17/2010,08:45:10,65709615,Ask RBC,,"@spicyfknrob @rbc RT RBC Mobile for iPhone is now available, free, from Apple's App Store! BlackBerry coming VERY soon!","['spicyfknrob', 'rbc']",[],[],0,0,0,[],[],https://twitter.com/AskRBC/status/15764443300368387,False,,0,"[{'user_id': '65709615', 'username': 'AskRBC'}, {'user_id': '86831381', 'username': 'spicyfknrob'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
askrbc,13300000000000000,12/10/2010,10:17:41,65709615,Ask RBC,,@bryanarchy Online viewing of cheque images is free if your record keeping option is eStatements. @rbc,"['bryanarchy', 'rbc']",[],[],0,0,0,[],[],https://twitter.com/AskRBC/status/13251009384026112,False,,0,"[{'user_id': '65709615', 'username': 'AskRBC'}, {'user_id': '6944292', 'username': 'bryanarchy'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.1
suresh,7280000000000000,11/23/2010,22:56:13,18484483,Suresh Doss,,"#TimBurtonRBC was a real treat, I like Tim Burton even more now. Thanks @MichelSavoie and @RBC.","['michelsavoie', 'rbc']",[],[],0,1,0,['#timburtonrbc'],[],https://twitter.com/Suresh/status/7281306501120000,False,,0,"[{'user_id': '18484483', 'username': 'Suresh'}, {'user_id': '14295916', 'username': 'MichelSavoie'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.2
suresh,7250000000000000,11/23/2010,20:45:05,18484483,Suresh Doss,,"Amen RT @rbc: ""3d is a great tool and is around to stay but it's not for everything."" #TimBurtonRBC",['rbc'],[],[],0,0,0,['#timburtonrbc'],[],https://twitter.com/Suresh/status/7248306220564480,False,,0,"[{'user_id': '18484483', 'username': 'Suresh'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.1
suresh,7250000000000000,11/23/2010,20:40:58,18484483,Suresh Doss,,"RT @rbc: ""You try to create something that didn't exist earlier in your life."" #TimBurtonRBC",['rbc'],[],[],0,0,0,['#timburtonrbc'],[],https://twitter.com/Suresh/status/7247268667203587,False,,0,"[{'user_id': '18484483', 'username': 'Suresh'}, {'user_id': '14526582', 'username': 'RBC'}]",,-0.2
visitraleigh,2470000000000000,11/10/2010,16:37:24,47979952,visitRaleigh,,"Watch @BonJovi LIVE on YouTube TONIGHT at 8pm!  And get a PRESALE Code for the Raleigh, NC show @RBC Center on Feb 21. YouTube.com/BonJovi","['bonjovi', 'rbc']",[],[],0,4,0,[],[],https://twitter.com/visitRaleigh/status/2474931602325504,False,,0,"[{'user_id': '47979952', 'username': 'visitRaleigh'}, {'user_id': '22720074', 'username': 'BonJovi'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
kul,2120000000000000,11/9/2010,17:05:27,2796,Kulveer ⚡️,,Pretty disappointed with @rbc I'm out of pocket several thousand dollars due to a mistake by their mortgage brokers cc: @michelsavoie,"['rbc', 'michelsavoie']",[],[],0,0,0,[],[],https://twitter.com/kul/status/2119603232706560,False,,0,"[{'user_id': '2796', 'username': 'kul'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '14295916', 'username': 'MichelSavoie'}]",,-0.9
gcouros,29129700633,10/29/2010,18:48:37,18368680,George Couros,,@rbc your pin technology is terrible. Just so you know #royalbank #fail,['rbc'],[],[],0,0,0,"['#royalbank', '#fail']",[],https://twitter.com/gcouros/status/29129700633,False,,0,"[{'user_id': '18368680', 'username': 'gcouros'}, {'user_id': '14526582', 'username': 'RBC'}]",,-0.6
boardoftrade,29111063012,10/29/2010,14:10:31,15726720,Greater Vancouver Board of Trade,,@cecilialu it was good turn out. (Thanks to @RBC for hosting!) Speakers were great and the food was too!,"['cecilialu', 'rbc']",[],[],0,0,0,[],[],https://twitter.com/BoardofTrade/status/29111063012,False,,0,"[{'user_id': '15726720', 'username': 'BoardofTrade'}, {'user_id': '17524531', 'username': 'cecilialu'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.6
