username,id,date,time,user_id,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,reply_to,retweet_date,score
amyfeepc,815000000000000000,12/31/2016,21:13:46,2579463973,Amy Fee,,#HappyNewYear from the #Hespeler #NewYearsEve Skating Party.  Thanks to @RBC for putting on a great event!  pic.twitter.com/5iBShCrGqx,['rbc'],[],"['https://pbs.twimg.com/media/C1DQJa9WgAAf6I5.jpg', 'https://pbs.twimg.com/media/C1DQJYoW8AAbPnd.jpg']",0,1,2,"['#happynewyear', '#hespeler', '#newyearseve']",[],https://twitter.com/AmyFeePC/status/815380466157178880,False,,0,"[{'user_id': '2579463973', 'username': 'AmyFeePC'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.3
cheohospital,815000000000000000,12/31/2016,15:51:15,64698768,CHEO Hospital Ottawa,,Game on! Jonathan Pitre's #wjc viewing party at #CHEO is underway! @pitrej02 @RBC #Make150Count #GoCanada! pic.twitter.com/JROvDhtb2M,"['pitrej02', 'rbc']",[],['https://pbs.twimg.com/media/C1CGYtGVQAAAgMN.jpg'],0,6,18,"['#wjc', '#cheo', '#make150count', '#gocanada']",[],https://twitter.com/CHEOhospital/status/815299301068906496,False,,0,"[{'user_id': '64698768', 'username': 'CHEOhospital'}, {'user_id': '1180458644', 'username': 'pitrej02'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
cheohospital,815000000000000000,12/31/2016,15:06:20,64698768,CHEO Hospital Ottawa,,"Man of the hour! @pitrej02 joins his #wjc viewing party at #CHEO via Skype! TY Jonathan,@RBC & @stereo_plus! #Make150Count! pic.twitter.com/hTXRt1MRng","['pitrej02', 'rbc', 'stereo_plus']",[],['https://pbs.twimg.com/media/C1B8G01UsAA5Bsk.jpg'],0,3,15,"['#wjc', '#cheo', '#make150count']",[],https://twitter.com/CHEOhospital/status/815287997042163712,False,,0,"[{'user_id': '64698768', 'username': 'CHEOhospital'}, {'user_id': '1180458644', 'username': 'pitrej02'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '1466078402', 'username': 'stereo_plus'}]",,0.0
cheohospital,815000000000000000,12/31/2016,14:24:32,64698768,CHEO Hospital Ottawa,,"Something exciting is happening  at #CHEO! Thx @stereo_plus for providing the 70"" screen for our #wjc viewing party w/ @RBC! #Make150Count pic.twitter.com/PQnek5QgYy","['stereo_plus', 'rbc']",[],['https://pbs.twimg.com/media/C1Byia8UsAA7-a-.jpg'],0,3,8,"['#cheo', '#wjc', '#make150count']",[],https://twitter.com/CHEOhospital/status/815277477140566016,False,,0,"[{'user_id': '64698768', 'username': 'CHEOhospital'}, {'user_id': '1466078402', 'username': 'stereo_plus'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.4
interac,815000000000000000,12/31/2016,01:00:42,114090934,INTERAC,,"In the meantime,  download the @RBC mobile wallet app and access through there or on a desktop.","['fionabubbles', 'rbc']",[],[],0,0,0,[],[],https://twitter.com/INTERAC/status/815075188651991040,False,,0,"[{'user_id': '114090934', 'username': 'INTERAC'}, {'user_id': '119727330', 'username': 'FionaBubbles'}, {'user_id': '14526582', 'username': 'RBC'}]",,-0.3
interac,815000000000000000,12/31/2016,01:00:10,114090934,INTERAC,,This is an issue with @RBC links on iOS devices.  They are aware and are attempting to fix it.,"['fionabubbles', 'rbc']",[],[],1,0,0,[],[],https://twitter.com/INTERAC/status/815075052643352577,False,,0,"[{'user_id': '114090934', 'username': 'INTERAC'}, {'user_id': '119727330', 'username': 'FionaBubbles'}, {'user_id': '14526582', 'username': 'RBC'}]",,-0.4
mislawchuk,815000000000000000,12/30/2016,13:17:35,420005955,Tyler Mislawchuk,,So proud to be part of @RBC_Canada @RBC team! Good luck to the Canadian boys! #canada150 #Canada #hockey #rbcolympian https://twitter.com/RBC/status/813452016844410880 …,['rbc'],['https://twitter.com/RBC/status/813452016844410880'],[],0,0,9,"['#canada150', '#canada', '#hockey', '#rbcolympian']",[],https://twitter.com/Mislawchuk/status/814898241263255552,False,https://twitter.com/RBC/status/813452016844410880,0,"[{'user_id': '420005955', 'username': 'Mislawchuk'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.4
mercedesnicoll,815000000000000000,12/29/2016,14:00:24,33168992,"Mercedes Nicoll, OLY",,#Make150Count @RBC doing it right ! Proud #rbcolympian https://twitter.com/rbc/status/814169074607366144 …,['rbc'],['https://twitter.com/rbc/status/814169074607366144'],[],0,0,3,"['#make150count', '#rbcolympian']",[],https://twitter.com/mercedesnicoll/status/814546629030080512,False,https://twitter.com/RBC/status/814169074607366144,0,"[{'user_id': '33168992', 'username': 'mercedesnicoll'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.6
tylermcgregor08,815000000000000000,12/29/2016,13:51:17,304726744,Tyler McGregor,,Great start for #TeamCanada at the #WorldJuniors! 🇨🇦 Watch how they are also working with @RBC to #Make150Count by investing in youth https://twitter.com/rbc/status/814169074607366144 …,['rbc'],['https://twitter.com/rbc/status/814169074607366144'],[],0,0,4,"['#teamcanada', '#worldjuniors', '#make150count']",[],https://twitter.com/tylermcgregor08/status/814544335643574274,False,https://twitter.com/RBC/status/814169074607366144,0,"[{'user_id': '304726744', 'username': 'tylermcgregor08'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.5
agotoronto,815000000000000000,12/29/2016,13:16:38,98963477,Art Gallery of Ontario,,Thanks to many of you for sharing how #mysticalAGO has inspired you & to @RBC & @OCAFLeFonds for their support.  https://www.youtube.com/watch?v=hXEF8s7lgTk … pic.twitter.com/ONOOZ2KjhD,"['rbc', 'ocaflefonds']",['https://www.youtube.com/watch?v=hXEF8s7lgTk'],['https://pbs.twimg.com/media/C03P0mrUoAA3nXc.jpg'],0,2,11,['#mysticalago'],[],https://twitter.com/agotoronto/status/814535613575757825,False,,0,"[{'user_id': '98963477', 'username': 'agotoronto'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '437153787', 'username': 'OCAFLeFonds'}]",,0.5
cochraneryan,814000000000000000,12/29/2016,00:01:05,186561736,Ryan Cochrane,,"Hockey, a birthday🇨🇦, and some generous young athletes = @RBC for the win.  https://twitter.com/RBC/status/813452016844410880 …",['rbc'],['https://twitter.com/RBC/status/813452016844410880'],[],0,0,4,[],[],https://twitter.com/cochraneryan/status/814335407718535168,False,https://twitter.com/RBC/status/813452016844410880,0,"[{'user_id': '186561736', 'username': 'cochraneryan'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.3
kevinrempel,814000000000000000,12/28/2016,09:35:10,105022020,Kevin Rempel,,"I love @RBC's #Make150Count campaign... it gives so many people a fun, and awesome chance to make an small impact, in a big way. Props! https://twitter.com/RBC/status/793465719321014273 …",['rbc'],['https://twitter.com/RBC/status/793465719321014273'],[],0,0,4,['#make150count'],[],https://twitter.com/KevinRempel/status/814117494013169664,False,https://twitter.com/RBC/status/793465719321014273,0,"[{'user_id': '105022020', 'username': 'KevinRempel'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.7
tylermcgregor08,814000000000000000,12/27/2016,13:10:00,304726744,Tyler McGregor,,To celebrate Canada's 150th anniversary @RBC gave Canadian youth $150 to help their community.  Watch Anthony Cirelli's #Make150Count story pic.twitter.com/LmI0t5fJLO,['rbc'],[],[],0,5,12,['#make150count'],[],https://twitter.com/tylermcgregor08/status/813809168968810497,False,,1,"[{'user_id': '304726744', 'username': 'tylermcgregor08'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
senatorvictoroh,813000000000000000,12/26/2016,11:50:20,791000000000000000,Senator Victor Oh,,"On Dec. 1, I asked the National Directors of Agriculture from @cibc  + @RBC  how they are helping young Cnds. #AGFO  http://ow.ly/oiQv307c3zs","['cibc', 'rbc']",['http://ow.ly/oiQv307c3zs'],[],0,0,0,['#agfo'],[],https://twitter.com/SenatorVictorOh/status/813426733084971010,False,,0,"[{'user_id': '791109855658569728', 'username': 'SenatorVictorOh'}, {'user_id': '27949726', 'username': 'cibc'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.1
marthmcc,813000000000000000,12/24/2016,15:11:45,164160984,Martha McCabe,,An honour presenting last nights player of the game on behalf of @rbc at the #acc for the World Jr hockey championships. Congrats #canada!,['rbc'],[],[],1,1,21,"['#acc', '#canada']",[],https://twitter.com/MarthMcC/status/812752647082143744,False,,0,"[{'user_id': '164160984', 'username': 'MarthMcC'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.2
hockeycanada,813000000000000000,12/24/2016,14:24:38,28206390,Hockey Canada,,"VIDEO: Highlights from @HC_Men vs. Switzerland last night in Toronto, part of the @RBC Road to the #WorldJuniors. pic.twitter.com/TwI5fI6TzX","['hc_men', 'rbc']",[],[],1,28,80,['#worldjuniors'],[],https://twitter.com/HockeyCanada/status/812740787083640836,False,,1,"[{'user_id': '28206390', 'username': 'HockeyCanada'}, {'user_id': '202269158', 'username': 'HC_Men'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
ericwoelfl,812000000000000000,12/23/2016,21:39:38,1729497632,Eric Woelfl,,Great night with @RBC watching @HC_WJC VS SUI. World class hockey team and sponsor working together to win as one. #Canada #WorldJuniors pic.twitter.com/BHOZ32PsW0,"['rbc', 'hc_wjc']",[],"['https://pbs.twimg.com/media/C0aJXXdXcAAZIF0.jpg', 'https://pbs.twimg.com/media/C0aJX46WgAIe9y6.jpg', 'https://pbs.twimg.com/media/C0aJYEOXUAA78Yo.jpg']",0,1,4,"['#canada', '#worldjuniors']",[],https://twitter.com/EricWoelfl/status/812487871886147585,False,,0,"[{'user_id': '1729497632', 'username': 'EricWoelfl'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '199846785', 'username': 'HC_WJC'}]",,0.4
