username,id,date,time,user_id,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,reply_to,retweet_date,score
tangerinebank,1080000000000000000,12/31/2018,08:33:05,15153177,Tangerine,,We'd love to have you as a Client 😀,"['theewicked', 'rbc']",[],[],0,0,0,[],[],https://twitter.com/TangerineBank/status/1079732175031791623,False,,0,"[{'user_id': '15153177', 'username': 'TangerineBank'}, {'user_id': '600447325', 'username': 'TheeWicked'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.8
betakit,1080000000000000000,12/30/2018,19:15:06,420537199,BetaKit,,"The @RBC #FutureMakers event on quantum computing confirmed that an ""explorer's mindset"" was needed when it comes to discovering quantum's possibilities. https://betakit.com/rbc-futuremakers-tackles-quantum-computings-uncertain-yet-compelling-future/ …",['rbc'],['https://betakit.com/rbc-futuremakers-tackles-quantum-computings-uncertain-yet-compelling-future/'],[],0,1,1,['#futuremakers'],[],https://twitter.com/BetaKit/status/1079531357011886081,False,,0,"[{'user_id': '420537199', 'username': 'BetaKit'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.4
gattaca,1080000000000000000,12/30/2018,11:39:04,1088411,Dave Lewis,,"The fail is strong with this one. 

cc @RBC  pic.twitter.com/xRqRwXXRN6",['rbc'],[],['https://pbs.twimg.com/media/DvrbpxzWsAImXFr.jpg'],9,2,21,[],[],https://twitter.com/gattaca/status/1079416590339194880,False,,0,"[{'user_id': '1088411', 'username': 'gattaca'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
betakit,1080000000000000000,12/28/2018,11:15:19,420537199,BetaKit,,This night at @RBC #FutureMakers examined how satellites could solve the quantum key distribution dilemma - and some countries are already putting them to use.  https://betakit.com/rbc-futuremakers-tackles-quantum-computings-uncertain-yet-compelling-future/ …,['rbc'],['https://betakit.com/rbc-futuremakers-tackles-quantum-computings-uncertain-yet-compelling-future/'],[],0,0,1,['#futuremakers'],[],https://twitter.com/BetaKit/status/1078685836307243008,False,,0,"[{'user_id': '420537199', 'username': 'BetaKit'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.2
alex_harvey,1080000000000000000,12/28/2018,08:34:42,21207394,alex harvey,,"Le Tour commence demain! Allez lire! 
 https://tinyurl.com/y734gopz 
@QuebecorMedia
@CascadesDD
@reseausepaq
@RBC
@sportsexperts
@PolarGlobal
#AuclairGloves","['quebecormedia', 'cascadesdd', 'reseausepaq', 'rbc', 'sportsexperts', 'polarglobal']",['https://tinyurl.com/y734gopz'],[],3,3,23,['#auclairgloves'],[],https://twitter.com/alex_harvey/status/1078645415938060288,False,,0,"[{'user_id': '21207394', 'username': 'alex_harvey'}, {'user_id': '218523782', 'username': 'QuebecorMedia'}, {'user_id': '472349683', 'username': 'CascadesDD'}, {'user_id': '83887346', 'username': 'reseausepaq'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '124157915', 'username': 'sportsexperts'}, {'user_id': '474775032', 'username': 'PolarGlobal'}]",,0.1
mjwarriors,1080000000000000000,12/27/2018,19:45:22,52191706,Moose Jaw Warriors,,Did you get your Chuck a puck for a chance at a custom jersey thanks to @RBC #mjwarriors #thewhl #MJvsSC pic.twitter.com/b15hWhqGFs,['rbc'],[],[],1,1,5,"['#mjwarriors', '#thewhl', '#mjvssc']",[],https://twitter.com/MJWARRIORS/status/1078451809025429504,False,,1,"[{'user_id': '52191706', 'username': 'MJWARRIORS'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.3
mjwarriors,1080000000000000000,12/27/2018,19:04:24,52191706,Moose Jaw Warriors,,"Tonight’s game proudly brought to you by @RBC. Sometimes, all you need is a dream - a someday to aspire to. It drives and inspires you to do more, be more. Everybody has a someday, and we’re here to help make it come true. For more information, visit  http://rbc.com/someday ",['rbc'],['http://rbc.com/someday'],[],0,0,3,[],[],https://twitter.com/MJWARRIORS/status/1078441498105049093,False,,0,"[{'user_id': '52191706', 'username': 'MJWARRIORS'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.5
lopezgovlaw,1080000000000000000,12/26/2018,19:13:11,92677101,Jorge Luis Lopez Esq,,"#MerryChirstmas RT @RohitKumarRKV: Hanging out in the @RBC Cafe Avion lounge @CFSherway. Coffee for adults, hot chocolate for the kids and a chocolate…  https://twitter.com/i/web/status/1078081003598610432 …","['rohitkumarrkv', 'rbc', 'cfsherway']",['https://twitter.com/i/web/status/1078081003598610432'],[],0,0,0,['#merrychirstmas'],[],https://twitter.com/lopezgovlaw/status/1078081322130780166,False,,0,"[{'user_id': '92677101', 'username': 'lopezgovlaw'}, {'user_id': '158423625', 'username': 'RohitKumarRKV'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '158808092', 'username': 'CFSherway'}]",,0.0
betakit,1080000000000000000,12/24/2018,14:15:12,420537199,BetaKit,,"The December edition of @RBC #FutureMakers was all about the future of quantum computing, and how we need to be prepared for how this technology could change cybersecurity as we know it.  https://betakit.com/rbc-futuremakers-tackles-quantum-computings-uncertain-yet-compelling-future/ …",['rbc'],['https://betakit.com/rbc-futuremakers-tackles-quantum-computings-uncertain-yet-compelling-future/'],[],0,0,0,['#futuremakers'],[],https://twitter.com/BetaKit/status/1077281555486257152,False,,0,"[{'user_id': '420537199', 'username': 'BetaKit'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.3
mortgageproscan,1080000000000000000,12/21/2018,14:20:27,98951424,Mortgage Professionals Canada (MPC) 🇨🇦,,"“Are only the rich able to buy a home these days?”

Housing affordability in Canada at its worst level in 30 years; “outlook isn’t promising”, say @RBC chief economist Craig Wright & snr economist Robert Hogue:
 http://www.rbc.com/economics/economic-reports/pdf/canadian-housing/house-dec2018.pdf …

MPC’s policy ideas: 
 https://twitter.com/MortgageProsCan/status/1075486694739189760 … pic.twitter.com/h8fvkc7vw8",['rbc'],"['http://www.rbc.com/economics/economic-reports/pdf/canadian-housing/house-dec2018.pdf', 'https://twitter.com/MortgageProsCan/status/1075486694739189760']","['https://pbs.twimg.com/media/Du9qSiLVsAAepau.jpg', 'https://pbs.twimg.com/media/Du9qSiKUYAEXfsI.jpg', 'https://pbs.twimg.com/media/Du9qSiMU0AE4X6k.jpg']",0,1,2,[],[],https://twitter.com/MortgageProsCan/status/1076195714508582912,False,,0,"[{'user_id': '98951424', 'username': 'MortgageProsCan'}, {'user_id': '14526582', 'username': 'RBC'}]",,-0.2
swimmingcanada,1080000000000000000,12/21/2018,14:00:39,42946519,Swimming Canada / Natation Canada,,Congratulations to Swim Ottawa who got quite the surprise at their practice as winners of the RBC Who's Next contest! #Someday #RBCNext @RBC @swimottawa @Kjmasse pic.twitter.com/LCS7wPtIG7,"['rbc', 'swimottawa', 'kjmasse']",[],[],1,5,35,"['#someday', '#rbcnext']",[],https://twitter.com/SwimmingCanada/status/1076190731193085952,False,,1,"[{'user_id': '42946519', 'username': 'SwimmingCanada'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '250387883', 'username': 'swimottawa'}, {'user_id': '1708612956', 'username': 'Kjmasse'}]",,0.3
