username,id,date,time,user_id,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,reply_to,retweet_date,score
simonleonof,286000000000000000,12/31/2012,18:23:26,358455659,Simón León,,“@RBC_RADIO: @batarseoficial FELIZ 2013 Y QUE SIGAN LOS EXITOS!!! @RBC-RADIO”gracias por su apoyo un abrazo grandeee,"['rbc_radio', 'rbc']",[],[],0,1,1,[],[],https://twitter.com/simonleonof/status/285888925875179520,False,,0,"[{'user_id': '358455659', 'username': 'simonleonof'}, {'user_id': '205747226', 'username': 'RBC_RADIO'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.8
interac,286000000000000000,12/31/2012,12:17:30,114090934,INTERAC,,"@scottmahoney94 @RBC @RBC_Canada So great to hear you are such a fan of INTERAC Flash, Scott! Happy New Year!","['scottmahoney94', 'rbc']",[],[],0,0,0,[],[],https://twitter.com/INTERAC/status/285796838341226496,False,,0,"[{'user_id': '114090934', 'username': 'INTERAC'}, {'user_id': '162523932', 'username': 'ScottMahoney94'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.8
golfcanada,286000000000000000,12/31/2012,11:55:19,25384840,Golf Canada,,"Thanks to the following partners who support Canada's national amateur golf championships Royale, @RBC, @Titleist, @FootJoy, @ClubLink","['rbc', 'titleist', 'footjoy', 'clublink']",[],[],0,2,0,[],[],https://twitter.com/GolfCanada/status/285791253830959104,False,,0,"[{'user_id': '25384840', 'username': 'GolfCanada'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '17070013', 'username': 'Titleist'}, {'user_id': '26315586', 'username': 'FootJoy'}, {'user_id': '16905771', 'username': 'ClubLink'}]",,0.0
golfcanada,286000000000000000,12/31/2012,10:00:48,25384840,Golf Canada,,"Thanks to the partners of Team Canada: @RBC Wealth Management, @Titleist, FootJoy, @UnderArmour, Under Armour Performance Eyewear, @ClubLink","['rbc', 'titleist', 'underarmour', 'clublink']",[],[],0,2,0,[],[],https://twitter.com/GolfCanada/status/285762436773052419,False,,0,"[{'user_id': '25384840', 'username': 'GolfCanada'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '17070013', 'username': 'Titleist'}, {'user_id': '23114836', 'username': 'UnderArmour'}, {'user_id': '16905771', 'username': 'ClubLink'}]",,0.3
golfcanada,286000000000000000,12/31/2012,09:05:17,25384840,Golf Canada,,"Thanks to the sponsors of the @RBCCanadianOpen - @RBC, Bell, BMW, @TaylorMadeGolf, @CFFStainless; @MolsonCDN67, @The_Glenlivet, (cont...)","['rbccanadianopen', 'rbc', 'taylormadegolf', 'cffstainless', 'the_glenlivet']",[],[],0,1,0,[],[],https://twitter.com/GolfCanada/status/285748463394758660,False,,0,"[{'user_id': '25384840', 'username': 'GolfCanada'}, {'user_id': '243814399', 'username': 'RBCCanadianOpen'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '44706253', 'username': 'TaylorMadeGolf'}, {'user_id': '239954316', 'username': 'CFFStainless'}, {'user_id': '2372997390', 'username': 'the_glenlivet'}]",,0.5
phanyxx,285000000000000000,12/28/2012,17:21:52,17741442,Nick Routley,,Great commercials by @Nike and @RBC during the #WJC2013 games. *hat tip* #JustDropIt #LockOut,"['nike', 'rbc']",[],[],1,0,0,"['#wjc2013', '#justdropit', '#lockout']",[],https://twitter.com/Phanyxx/status/284786271522533376,False,,0,"[{'user_id': '17741442', 'username': 'Phanyxx'}, {'user_id': '415859364', 'username': 'Nike'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
kitconewsnow,285000000000000000,12/28/2012,14:55:16,138513820,Kitco NEWS,,.@RBC ‘Friendly’ Toward Base Metals In 2013 ▸▸  http://bit.ly/U6yrRZ,['rbc'],['http://bit.ly/U6yrRZ'],[],0,0,0,[],[],https://twitter.com/KitcoNewsNOW/status/284749378122567680,False,,0,"[{'user_id': '138513820', 'username': 'KitcoNewsNOW'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
squawkcnbc,285000000000000000,12/28/2012,06:50:00,404422077,Squawk Box,,"Coming up on @SquawkCNBC: @RBC U.S. Wealth Mgmt. CEO and @SIFMA Chairman Emeritus John Taft on Investments, Regulatory Reform & Fiscal Cliff","['squawkcnbc', 'rbc', 'sifma']",[],[],0,0,1,[],[],https://twitter.com/SquawkCNBC/status/284627256398184448,False,,0,"[{'user_id': '404422077', 'username': 'SquawkCNBC'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '97298155', 'username': 'SIFMA'}]",,0.1
squawkcnbc,285000000000000000,12/28/2012,05:45:00,404422077,Squawk Box,,"Friday on @SquawkCNBC: Quantitative Mgmt.'s Ed Keon, @RBC's John Taft, Chief Econ. Jared Bernstein, Fmr. Sen. Judd Gregg & @RepJimMcDermott","['squawkcnbc', 'rbc', 'repjimmcdermott']",[],[],0,1,0,[],[],https://twitter.com/SquawkCNBC/status/284610897744379904,False,,0,"[{'user_id': '404422077', 'username': 'SquawkCNBC'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '132201224', 'username': 'RepJimMcDermott'}]",,0.0
oliverwyman,282000000000000000,12/21/2012,12:35:13,18850817,Oliver Wyman,,Thanks RT @ConferenceJoel #FF for #ERM2013 spkrs! @oliverwyman @canrevagency @onthealth @hydroone @RBC #riskmanagement  http://bit.ly/TuM6C7,"['conferencejoel', 'oliverwyman', 'canrevagency', 'onthealth', 'hydroone', 'rbc']",['http://bit.ly/TuM6C7'],[],1,0,0,"['#ff', '#erm2013', '#riskmanagement']",[],https://twitter.com/OliverWyman/status/282177417659965440,False,,0,"[{'user_id': '18850817', 'username': 'OliverWyman'}, {'user_id': '2541821214', 'username': 'ConferenceJoel'}, {'user_id': '210824456', 'username': 'CanRevAgency'}, {'user_id': '253688871', 'username': 'ONThealth'}, {'user_id': '183610859', 'username': 'HydroOne'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
