username,id,date,time,user_id,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,reply_to,retweet_date,score
vimyfoundation,947000000000000000,12/30/2017,13:05:11,53914823,The Vimy Foundation 🍁 La Fondation Vimy,,"#YearInReview – #ThankYou to our many generous supporters, including @RBC_Canada, for their support in opening the new #Vimy Visitor Education Centre! @RBC #Vimy100 #CanadaRemembers pic.twitter.com/XQknJ9MdFr",['rbc'],[],['https://pbs.twimg.com/media/DSUDFaBU8AA3wza.jpg'],0,0,4,"['#yearinreview', '#thankyou', '#vimy', '#vimy100', '#canadaremembers']",[],https://twitter.com/vimyfoundation/status/947166692601421824,False,,0,"[{'user_id': '53914823', 'username': 'vimyfoundation'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.4
vimyfoundation,947000000000000000,12/30/2017,13:01:06,53914823,The Vimy Foundation 🍁 La Fondation Vimy,,"#RevueDelAnnée - #Merci à nos nombreux généreux donateurs, y compris @RBC_Canada, pour leur soutien à l'ouverture du nouveau Centre d’accueil et d'éducation à Vimy! @RBC #Vimy100 #LeCanadaSeSouvient pic.twitter.com/JJPSyiDTdb",['rbc'],[],['https://pbs.twimg.com/media/DSUCJdbU8AAt4KU.jpg'],0,0,3,"['#revuedelannée', '#merci', '#vimy100', '#lecanadasesouvient']",[],https://twitter.com/vimyfoundation/status/947165662186786816,False,,0,"[{'user_id': '53914823', 'username': 'vimyfoundation'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.5
golftown,947000000000000000,12/29/2017,13:21:16,91918932,Golf Town,,Congrats on an amazing year from all of us at Golf Town! We can’t wait to see what’s to come in 2018! #BrookeBrigade,"['brookehenderson', 'pingtour', 'canadianpacific', 'rbc', 'mastercard', 'titleist', 'biosteelsports']",[],[],0,1,4,['#brookebrigade'],[],https://twitter.com/GolfTown/status/946808352893554688,False,,0,"[{'user_id': '91918932', 'username': 'GolfTown'}, {'user_id': '2927867132', 'username': 'BrookeHenderson'}, {'user_id': '51079493', 'username': 'PingTour'}, {'user_id': '22177599', 'username': 'CanadianPacific'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '75014376', 'username': 'Mastercard'}, {'user_id': '17070013', 'username': 'Titleist'}, {'user_id': '133864478', 'username': 'BioSteelSports'}]",,0.3
hackernest,947000000000000000,12/29/2017,10:00:58,390521245,HackerNest,,"Rolling into a New Year, it’s nice to look back and reflect on the year that just passed us by. 2017 was an interesting one! Take a look at NA sponsor @RBC’s report on 5 Ways 2017 Left Its Mark on the future’s economic landscape:  http://hckrn.st/2AZkmAW  #RBC #2018 #economics",['rbc'],['http://hckrn.st/2AZkmAW'],[],0,1,0,"['#rbc', '#economics']",[],https://twitter.com/HackerNest/status/946757943957032962,False,,0,"[{'user_id': '390521245', 'username': 'HackerNest'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.3
tiff_net,946000000000000000,12/28/2017,09:34:23,53184267,TIFF,,"""Our people were made to feel invisible and silenced for so many years and it's like a bomb right now.""

For our @RBC #Someday Conversation series, Alanis Obomsawin and Amanda Strong discuss the future of Indigenous film.  http://bit.ly/2BNuPjh  pic.twitter.com/dyuFgY7wjn",['rbc'],['http://bit.ly/2BNuPjh'],['https://pbs.twimg.com/media/DSI_iFjX0AE5QhJ.jpg'],0,8,16,['#someday'],[],https://twitter.com/TIFF_NET/status/946388867518746624,False,,0,"[{'user_id': '53184267', 'username': 'TIFF_NET'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.2
brookehenderson,946000000000000000,12/27/2017,21:33:35,2927867132,Brooke Henderson,,As 2017 draws to a close I would like to thank all of my sponsors for helping me have another successful year!! 😊@PingTour @CanadianPacific @SkechersGOGOLF @RBC @Mastercard @Titleist @BioSteelSports @GolfTown #rolex,"['pingtour', 'canadianpacific', 'rbc', 'mastercard', 'titleist', 'biosteelsports', 'golftown']",[],[],22,31,663,['#rolex'],[],https://twitter.com/BrookeHenderson/status/946207472049586176,False,,0,"[{'user_id': '2927867132', 'username': 'BrookeHenderson'}, {'user_id': '51079493', 'username': 'PingTour'}, {'user_id': '22177599', 'username': 'CanadianPacific'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '75014376', 'username': 'Mastercard'}, {'user_id': '17070013', 'username': 'Titleist'}, {'user_id': '133864478', 'username': 'BioSteelSports'}, {'user_id': '91918932', 'username': 'GolfTown'}]",,0.3
tara_deschamps,946000000000000000,12/27/2017,12:59:23,35238553,Tara Deschamps,,"Brands like @Shopify, @wearetellent and @RBC got a lesson in addressing gender equality issues from an unlikely set of teachers -- @UofT students. My @metrotoronto #WomenOnBoards story:  http://m.metronews.ca/#/article/features/women-on-boards/2017/12/27/womenonboards-toronto-students-help-big-businesses-shatter-the-glass-ceiling.html …","['shopify', 'wearetellent', 'rbc', 'uoft']",['http://m.metronews.ca/#/article/features/women-on-boards/2017/12/27/womenonboards-toronto-students-help-big-businesses-shatter-the-glass-ceiling.html'],[],0,1,2,['#womenonboards'],[],https://twitter.com/tara_deschamps/status/946078070028546049,False,,0,"[{'user_id': '35238553', 'username': 'tara_deschamps'}, {'user_id': '17136315', 'username': 'Shopify'}, {'user_id': '4746408495', 'username': 'wearetellent'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '821814254', 'username': 'UofT'}]",,0.2
canadainindia,946000000000000000,12/27/2017,09:03:25,227032547,Canada in India,,"MT @invest_canada: Recent multimillion dollar investments from @Google @microsoftcanada @facebook & @RBC in #artificialintelligence labs across #Montreal, help to make the city a world leader in #machinelearning development:  http://bit.ly/2lhy2jR 
#AI #ML pic.twitter.com/lpvNbDbrKa","['invest_canada', 'google', 'microsoftcanada', 'facebook', 'rbc']",['http://bit.ly/2lhy2jR'],['https://pbs.twimg.com/media/DSDudNTUEAIK0iQ.jpg'],0,1,2,"['#artificialintelligence', '#montreal', '#machinelearning', '#ai', '#ml']",[],https://twitter.com/CanadainIndia/status/946018687252705280,False,,0,"[{'user_id': '227032547', 'username': 'CanadainIndia'}, {'user_id': '39241551', 'username': 'invest_canada'}, {'user_id': '20536157', 'username': 'Google'}, {'user_id': '19559116', 'username': 'microsoftcanada'}, {'user_id': '2425151', 'username': 'Facebook'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
theprepguy,946000000000000000,12/27/2017,07:30:00,1356510888,THE PREP GUY,,"The @RBC Avion Holiday Boutique is open at @YorkdaleStyle until Dec 31! Be sure to experience it! Read my post for more information:
 http://tpgstyle.com/experience-the-avion-holiday-boutique-at-yorkdale-shopping-centre/ … #Avioning #ad pic.twitter.com/cLpnVJrS0C","['rbc', 'yorkdalestyle']",['http://tpgstyle.com/experience-the-avion-holiday-boutique-at-yorkdale-shopping-centre/'],['https://pbs.twimg.com/media/DSDQZu3VwAEp1fB.jpg'],0,1,2,"['#avioning', '#ad']",[],https://twitter.com/Theprepguy/status/945995178216644609,False,,0,"[{'user_id': '1356510888', 'username': 'Theprepguy'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '76989064', 'username': 'YorkdaleStyle'}]",,0.0
communitech,946000000000000000,12/26/2017,06:00:07,15515420,Communitech,,"""We must do more now to prepare young people for the future of work,"" says Dave McKay, president and CEO of @RBC | Read the article >>>  https://tgam.ca/2BU0Ucf  pic.twitter.com/p79pchNKao",['rbc'],['https://tgam.ca/2BU0Ucf'],['https://pbs.twimg.com/media/DR97b6XVQAEz2cm.jpg'],0,5,6,[],[],https://twitter.com/Communitech/status/945610170343751680,False,,0,"[{'user_id': '15515420', 'username': 'Communitech'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.2
