username,id,date,time,user_id,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,reply_to,retweet_date,score
bryan_duncan,7204961643,12/30/2009,13:54:38,54232479,Bryan Duncan,,Oswald Chambers @rbc.org is a great daily devotional you can read from your touch screen. no more duct taped copies to carry around.,['rbc'],[],[],0,0,0,[],[],https://twitter.com/Bryan_Duncan/status/7204961643,False,,0,"[{'user_id': '54232479', 'username': 'Bryan_Duncan'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.4
mabelhood,6481092949,12/8/2009,20:00:29,16471088,Mabel's Labels,, http://twitpic.com/sqexn - @mumby looking gorgeous & Yvan - the Man behind the Mabel IT Magic! @RBC Awards,"['mumby', 'rbc']",[],[],0,0,0,[],[],https://twitter.com/mabelhood/status/6481092949,False,,0,"[{'user_id': '16471088', 'username': 'mabelhood'}, {'user_id': '6389222', 'username': 'mumby'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.4
mabelhood,6481057845,12/8/2009,19:59:23,16471088,Mabel's Labels,, http://twitpic.com/sqerx - Mabel Staffers @RBC Awards @Karmabi (Project Manager) & @melissablais (Marketing Assistant),"['rbc', 'karmabi', 'melissablais']",[],[],0,0,0,[],[],https://twitter.com/mabelhood/status/6481057845,False,,0,"[{'user_id': '16471088', 'username': 'mabelhood'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '39159022', 'username': 'karmabi'}, {'user_id': '16533684', 'username': 'melissablais'}]",,0.1
mabelhood,6480510532,12/8/2009,19:40:27,16471088,Mabel's Labels,, http://twitpic.com/sqbut - Meet the Mabel staffers! Kim & Catherine from Special Programs @RBC Awards,['rbc'],[],[],0,0,0,[],[],https://twitter.com/mabelhood/status/6480510532,False,,0,"[{'user_id': '16471088', 'username': 'mabelhood'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.0
turbotaxcanada,6091217593,11/26/2009,15:11:34,19496097,TurboTax Canada,,8 ways to keep giving and save more this holiday season:  http://bit.ly/6jKS7W (from our good friends @rbc :),['rbc'],[],[],0,0,0,[],[],https://twitter.com/TurboTaxCanada/status/6091217593,False,,0,"[{'user_id': '19496097', 'username': 'TurboTaxCanada'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.8
talentegg,5486024747,11/6/2009,13:57:58,19147974,TalentEgg.ca,,RT @RefreshEvents: Honoured to be on list of great companies @RBC @TalentEgg @Freshii & @TungleRocks Thanks @JulieTyios  http://bit.ly/1KjLLC,"['refreshevents', 'rbc', 'talentegg', 'freshii', 'tunglerocks', 'julietyios']",[],[],0,0,0,[],[],https://twitter.com/TalentEgg/status/5486024747,False,,0,"[{'user_id': '19147974', 'username': 'TalentEgg'}, {'user_id': '99423007', 'username': 'RefreshEvents'}, {'user_id': '14526582', 'username': 'RBC'}, {'user_id': '17929328', 'username': 'freshii'}, {'user_id': '14886473', 'username': 'Tunglerocks'}, {'user_id': '19594893', 'username': 'JulieTyios'}]",,0.6
skanwar,4131071913,9/20/2009,16:50:14,8415132,Satish Kanwar,,Props to @MichelSavoie and @RBC for the amazing night at #RBCTIFFVIP yesterday!,"['michelsavoie', 'rbc']",[],[],0,0,0,['#rbctiffvip'],[],https://twitter.com/skanwar/status/4131071913,False,,0,"[{'user_id': '8415132', 'username': 'skanwar'}, {'user_id': '14295916', 'username': 'MichelSavoie'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.9
craigkielburger,3753567357,9/4/2009,05:11:25,34144956,Craig Kielburger,,@FreeTheChildren & @RBC launch new project to inspire Canadian youth to take action on clean water.  http://cli.gs/UqWEn,"['freethechildren', 'rbc']",[],[],0,0,1,[],[],https://twitter.com/craigkielburger/status/3753567357,False,,0,"[{'user_id': '34144956', 'username': 'craigkielburger'}, {'user_id': '755384922374832128', 'username': 'FreeTheChildren'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.4
martinwaxman,3696018910,9/1/2009,16:24:27,1462161,Martin Waxman,,Via @MichelSavoie @rbc: Want tickets to exclusive tiff screening & private afterparty w/ Dragonette? 430pm-1st to answer trivia! #RBCTIFFVIP,"['michelsavoie', 'rbc']",[],[],0,0,0,['#rbctiffvip'],[],https://twitter.com/martinwaxman/status/3696018910,False,,0,"[{'user_id': '1462161', 'username': 'martinwaxman'}, {'user_id': '14295916', 'username': 'MichelSavoie'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.1
tharealyukmouth,3581353406,8/27/2009,11:39:39,24446175,YUKMOUTH,,knockin out these interviews..then gotta get movin 4 dis meeting @RBC 4 my REGIME & THUGLORDZ projects..ZOOOOOOOM!,['rbc'],[],[],0,0,0,[],[],https://twitter.com/THAREALYUKMOUTH/status/3581353406,False,,0,"[{'user_id': '24446175', 'username': 'THAREALYUKMOUTH'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.2
onedrop,2349011694,6/26/2009,15:59:22,20565295,ONE DROP,,"#FF @Oxfam, @RBC Thank you for Supporting #WATER, #CHARITY and #ONEDROP !","['oxfam', 'rbc']",[],[],0,0,0,"['#ff', '#water', '#charity', '#onedrop']",[],https://twitter.com/onedrop/status/2349011694,False,,0,"[{'user_id': '20565295', 'username': 'onedrop'}, {'user_id': '11695472', 'username': 'Oxfam'}, {'user_id': '14526582', 'username': 'RBC'}]",,0.8
